requirement,methods,route,implementation_endpoint,implementation_services,executed_service_tests,observed_http_tests_and_status,evidence,limit
CAD-01 Produtos,PUT,/api/produtos/<int:produto_empresa_id>,produto.atualizar,AcessoEmpresaService.obter_escopo|ProdutoService.atualizar,tests.test_sprint02_security::test_cross_tenant_foreign_keys_and_company_admin_scope|tests.test_sprint02_security::test_import_quota_partial_rows_updates_and_password_policy[funcionarios-limite_funcionarios-1]|tests.test_sprint02_security::test_import_quota_partial_rows_updates_and_password_policy[produtos-limite_produtos-0]|tests.test_sprint02_security::test_nonadmin_cannot_grant_roles_or_import_staff_even_with_permission|tests.test_sprint03_adversarial::test_product_update_preserves_barcode_when_omitted|tests.test_sprint03_faults::test_concurrent_barcode_updates_preserve_loser|tests.test_sprint03_transactions::test_deactivation_is_local_to_product_company,tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:PUT:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[missing_csrf]:PUT:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:PUT:403|tests/test_sprint02_adversarial.py::test_foreign_resource_ids_cannot_read_modify_or_delete:PUT:400|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:PUT:401,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
CAD-01 Produtos,DELETE,/api/produtos/<int:produto_empresa_id>,produto.deletar,AcessoEmpresaService.obter_escopo|ProdutoService.deletar,tests.test_sprint02_security::test_cross_tenant_foreign_keys_and_company_admin_scope|tests.test_sprint02_security::test_import_quota_partial_rows_updates_and_password_policy[funcionarios-limite_funcionarios-1]|tests.test_sprint02_security::test_import_quota_partial_rows_updates_and_password_policy[produtos-limite_produtos-0]|tests.test_sprint02_security::test_nonadmin_cannot_grant_roles_or_import_staff_even_with_permission|tests.test_sprint03_transactions::test_final_parent_delete_failure_restores_link[employee]|tests.test_sprint03_transactions::test_final_parent_delete_failure_restores_link[product]|tests.test_sprint03_transactions::test_product_multiple_companies_preserves_balances_and_quota,tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:DELETE:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[missing_csrf]:DELETE:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:DELETE:403|tests/test_sprint02_adversarial.py::test_foreign_resource_ids_cannot_read_modify_or_delete:DELETE:400|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:DELETE:401,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
CAD-01 Produtos,GET,/api/produtos/auxiliares,produto.auxiliares,AcessoEmpresaService.obter_escopo|ProdutoService.listar_categorias|ProdutoService.listar_empresas,tests.test_sprint02_security::test_cross_tenant_foreign_keys_and_company_admin_scope|tests.test_sprint02_security::test_import_quota_partial_rows_updates_and_password_policy[funcionarios-limite_funcionarios-1]|tests.test_sprint02_security::test_import_quota_partial_rows_updates_and_password_policy[produtos-limite_produtos-0]|tests.test_sprint02_security::test_nonadmin_cannot_grant_roles_or_import_staff_even_with_permission,tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:GET:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:GET:403|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:GET:401,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
CAD-01 Produtos,GET,/api/produtos/view,produto.pagina,template/decorator/helper/consulta direta,,tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:GET:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:GET:302|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:GET:401,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
OPS-01 Disponibilidade,GET,/api/ready,health.readiness,template/decorator/helper/consulta direta,,tests/test_runtime.py::test_health_and_readiness_on_migrated_postgresql:GET:200|tests/test_runtime.py::test_readiness_fails_without_leaking_database_details:GET:503|tests/test_sprint02_adversarial.py::test_database_failure_is_redacted_in_readiness_logs:GET:503,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
AUTH-02 Roles,POST,/api/roles/,role.criar,RoleService.criar,tests.test_sprint02_security::test_role_creation_and_audit_roll_back_together|tests.test_sprint03_transactions::test_parent_and_links_rollback_after_child_insert_failure[FuncionarioEmpresa-employee]|tests.test_sprint03_transactions::test_parent_and_links_rollback_after_child_insert_failure[ProdutoEmpresa-product]|tests.test_sprint03_transactions::test_parent_and_links_rollback_after_child_insert_failure[RolePermission-role]|tests.test_sprint03_transactions::test_role_replacement_failure_preserves_permissions_and_name,tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:POST:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[missing_csrf]:POST:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:POST:403|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:POST:401|tests/test_sprint02_security.py::test_nonadmin_cannot_grant_roles_or_import_staff_even_with_permission:POST:403|tests/test_sprint07_audit.py::test_http_identifiers_never_select_a_different_record[1.5-role_permission]:POST:400|tests/test_sprint07_audit.py::test_http_identifiers_never_select_a_different_record[True-role_permission]:POST:400,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
AUTH-02 Roles,GET,/api/roles/,role.listar,RoleService.listar,,tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:GET:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:GET:403|tests/test_sprint02_adversarial.py::test_foreign_resource_ids_cannot_read_modify_or_delete:GET:200|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:GET:401,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
AUTH-02 Roles,PUT,/api/roles/<int:role_id>,role.atualizar,RoleService.atualizar,tests.test_sprint03_transactions::test_role_replacement_failure_preserves_permissions_and_name,tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:PUT:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[missing_csrf]:PUT:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:PUT:403|tests/test_sprint02_adversarial.py::test_foreign_resource_ids_cannot_read_modify_or_delete:PUT:400|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:PUT:401,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
AUTH-02 Roles,DELETE,/api/roles/<int:role_id>,role.deletar,RoleService.deletar,,tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:DELETE:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[missing_csrf]:DELETE:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:DELETE:403|tests/test_sprint02_adversarial.py::test_foreign_resource_ids_cannot_read_modify_or_delete:DELETE:400|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:DELETE:401,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
AUTH-02 Roles,GET,/api/roles/permissions-disponiveis,role.listar_permissions_disponiveis,PermissionService.listar_agrupadas,,tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:GET:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:GET:403|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:GET:401,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
AUTH-02 Roles,GET,/api/roles/view,role.pagina,template/decorator/helper/consulta direta,,tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:GET:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:GET:302|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:GET:401,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
UI-01 Navegacao operacional,GET,/browserconfig.xml,main.browserconfig,template/decorator/helper/consulta direta,,,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
UI-01 Navegacao operacional,GET,/configuracoes/home,main.settings_home,AcessoEmpresaService.possui_acesso_configuracoes,,tests/test_permissions_security.py::PermissionsSecurityTestCase::test_login_nao_renderiza_configuracoes_e_bloqueia_url_direta:GET:302,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
UI-01 Navegacao operacional,GET,/estoque/home,main.estoque_home,template/decorator/helper/consulta direta,,,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
UI-01 Navegacao operacional,GET,/favicon.ico,main.favicon,template/decorator/helper/consulta direta,,,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
UI-01 Navegacao operacional,GET,/financeiro/home,main.financeiro_home,template/decorator/helper/consulta direta,,tests/test_permissions_security.py::PermissionsSecurityTestCase::test_login_nao_renderiza_financeiro_e_bloqueia_url_direta:GET:302,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
OPS-06 Saude do processo,GET,/health,process_health,template/decorator/helper/consulta direta,,tests/test_release_candidate.py::test_health_reports_packaged_release_version:GET:200|tests/test_sprint06_data_adversarial.py::test_storage_failure_http_readiness_and_mutation:GET:200|tests/test_sprint06_data_adversarial.py::test_storage_restore_marker_blocks_http_and_removal_recovers[dangling_symlink]:GET:200|tests/test_sprint06_data_adversarial.py::test_storage_restore_marker_blocks_http_and_removal_recovers[directory]:GET:200|tests/test_sprint06_data_adversarial.py::test_storage_restore_marker_blocks_http_and_removal_recovers[file]:GET:200|tests/test_sprint06_data_adversarial.py::test_storage_restore_marker_blocks_http_and_removal_recovers[symlink]:GET:200|tests/test_sprint06_operations.py::test_proxy_trusts_only_transport_peer[10.33.0.2-True]:GET:200|tests/test_sprint06_operations.py::test_proxy_trusts_only_transport_peer[10.34.0.2-False]:GET:403|tests/test_sprint06_operations.py::test_readiness_refuses_stale_schema:GET:200|tests/test_sprint06_operations.py::test_request_id_redaction_and_metrics:GET:200|tests/test_sprint06_operations.py::test_storage_readiness_and_write_failure_closed:GET:200,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
UI-01 Navegacao operacional,GET,/home,main.home,template/decorator/helper/consulta direta,,tests/test_permissions_security.py::PermissionsSecurityTestCase::test_login_nao_renderiza_configuracoes_e_bloqueia_url_direta:GET:200|tests/test_permissions_security.py::PermissionsSecurityTestCase::test_login_nao_renderiza_financeiro_e_bloqueia_url_direta:GET:200|tests/test_sprint02_adversarial.py::test_authenticated_html_is_never_cached[tenant-/home]:GET:200,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
